Iteration,Puzzle ID,Method,Best Move Score,Qwen Move Score
45,52,Qwen:32B,448,135
46,52,Qwen:32B,448,135
47,52,Qwen:32B,448,135
48,52,Qwen:32B,448,135
49,52,Qwen:32B,448,135
50,52,Qwen:32B,448,118
1,53,Qwen:32B,531,211
2,53,Qwen:32B,531,96
3,53,Qwen:32B,531,211
4,53,Qwen:32B,531,211
5,53,Qwen:32B,531,211
6,53,Qwen:32B,531,211
7,53,Qwen:32B,531,96
8,53,Qwen:32B,531,211
9,53,Qwen:32B,531,96
10,53,Qwen:32B,531,211
11,53,Qwen:32B,531,211
12,53,Qwen:32B,531,211
13,53,Qwen:32B,531,211
14,53,Qwen:32B,531,211
15,53,Qwen:32B,531,211
16,53,Qwen:32B,531,211
17,53,Qwen:32B,531,211
18,53,Qwen:32B,531,211
19,53,Qwen:32B,531,-176
20,53,Qwen:32B,531,211
21,53,Qwen:32B,531,211
22,53,Qwen:32B,531,211
23,53,Qwen:32B,531,211
24,53,Qwen:32B,531,211
25,53,Qwen:32B,531,211
26,53,Qwen:32B,531,211
27,53,Qwen:32B,531,211
28,53,Qwen:32B,531,211
29,53,Qwen:32B,531,211
30,53,Qwen:32B,531,211
31,53,Qwen:32B,531,211
32,53,Qwen:32B,531,96
33,53,Qwen:32B,531,96
34,53,Qwen:32B,531,96
35,53,Qwen:32B,531,211
36,53,Qwen:32B,531,211
37,53,Qwen:32B,531,211
38,53,Qwen:32B,531,96
39,53,Qwen:32B,531,211
40,53,Qwen:32B,531,211
41,53,Qwen:32B,531,211
42,53,Qwen:32B,531,96
43,53,Qwen:32B,531,211
44,53,Qwen:32B,531,211
45,53,Qwen:32B,531,211
46,53,Qwen:32B,531,211
47,53,Qwen:32B,531,211
48,53,Qwen:32B,531,211
49,53,Qwen:32B,531,211
50,53,Qwen:32B,531,211
1,54,Qwen:32B,500,74
2,54,Qwen:32B,500,74
3,54,Qwen:32B,500,74
4,54,Qwen:32B,500,-495
5,54,Qwen:32B,500,74
6,54,Qwen:32B,500,-495
7,54,Qwen:32B,500,74
8,54,Qwen:32B,500,74
9,54,Qwen:32B,500,-538
10,54,Qwen:32B,500,74
11,54,Qwen:32B,500,74
12,54,Qwen:32B,500,74
13,54,Qwen:32B,500,-495
14,54,Qwen:32B,500,74
15,54,Qwen:32B,500,74
16,54,Qwen:32B,500,-495
17,54,Qwen:32B,500,74
18,54,Qwen:32B,500,74
19,54,Qwen:32B,500,74
20,54,Qwen:32B,500,74
21,54,Qwen:32B,500,74
22,54,Qwen:32B,500,-495
23,54,Qwen:32B,500,74
24,54,Qwen:32B,500,74
25,54,Qwen:32B,500,74
26,54,Qwen:32B,500,74
27,54,Qwen:32B,500,74
28,54,Qwen:32B,500,74
29,54,Qwen:32B,500,74
30,54,Qwen:32B,500,74
31,54,Qwen:32B,500,-495
32,54,Qwen:32B,500,-495
33,54,Qwen:32B,500,-538
34,54,Qwen:32B,500,74
35,54,Qwen:32B,500,74
36,54,Qwen:32B,500,74
37,54,Qwen:32B,500,74
38,54,Qwen:32B,500,74
39,54,Qwen:32B,500,74
40,54,Qwen:32B,500,74
41,54,Qwen:32B,500,74
42,54,Qwen:32B,500,74
43,54,Qwen:32B,500,74
44,54,Qwen:32B,500,74
45,54,Qwen:32B,500,-538
46,54,Qwen:32B,500,74
47,54,Qwen:32B,500,74
48,54,Qwen:32B,500,74
49,54,Qwen:32B,500,74
50,54,Qwen:32B,500,74
1,55,Qwen:32B,438,-87
2,55,Qwen:32B,438,63
3,55,Qwen:32B,438,63
4,55,Qwen:32B,438,8
5,55,Qwen:32B,438,63
6,55,Qwen:32B,438,63
7,55,Qwen:32B,438,63
8,55,Qwen:32B,438,63
9,55,Qwen:32B,438,63
10,55,Qwen:32B,438,63
11,55,Qwen:32B,438,63
12,55,Qwen:32B,438,-87
13,55,Qwen:32B,438,63
14,55,Qwen:32B,438,-87
15,55,Qwen:32B,438,-87
16,55,Qwen:32B,438,63
17,55,Qwen:32B,438,63
18,55,Qwen:32B,438,63
19,55,Qwen:32B,438,63
20,55,Qwen:32B,438,63
21,55,Qwen:32B,438,63
22,55,Qwen:32B,438,8
23,55,Qwen:32B,438,-87
24,55,Qwen:32B,438,63
25,55,Qwen:32B,438,63
26,55,Qwen:32B,438,63
27,55,Qwen:32B,438,-87
28,55,Qwen:32B,438,-87
29,55,Qwen:32B,438,-87
30,55,Qwen:32B,438,63
31,55,Qwen:32B,438,63
32,55,Qwen:32B,438,-87
33,55,Qwen:32B,438,-87
34,55,Qwen:32B,438,63
35,55,Qwen:32B,438,63
36,55,Qwen:32B,438,63
37,55,Qwen:32B,438,63
38,55,Qwen:32B,438,63
39,55,Qwen:32B,438,63
40,55,Qwen:32B,438,63
41,55,Qwen:32B,438,63
42,55,Qwen:32B,438,63
43,55,Qwen:32B,438,-87
44,55,Qwen:32B,438,63
45,55,Qwen:32B,438,-87
46,55,Qwen:32B,438,63
47,55,Qwen:32B,438,-87
48,55,Qwen:32B,438,63
49,55,Qwen:32B,438,-87
50,55,Qwen:32B,438,63
1,56,Qwen:32B,618,199
2,56,Qwen:32B,618,199
3,56,Qwen:32B,618,199
4,56,Qwen:32B,618,199
5,56,Qwen:32B,618,199
6,56,Qwen:32B,618,199
7,56,Qwen:32B,618,199
8,56,Qwen:32B,618,199
9,56,Qwen:32B,618,199
10,56,Qwen:32B,618,125
11,56,Qwen:32B,618,199
12,56,Qwen:32B,618,199
13,56,Qwen:32B,618,199
14,56,Qwen:32B,618,125
15,56,Qwen:32B,618,-75
16,56,Qwen:32B,618,199
17,56,Qwen:32B,618,199
18,56,Qwen:32B,618,199
19,56,Qwen:32B,618,199
20,56,Qwen:32B,618,199
21,56,Qwen:32B,618,199
22,56,Qwen:32B,618,125
23,56,Qwen:32B,618,-75
24,56,Qwen:32B,618,199
25,56,Qwen:32B,618,199
26,56,Qwen:32B,618,199
27,56,Qwen:32B,618,199
28,56,Qwen:32B,618,125
29,56,Qwen:32B,618,199
30,56,Qwen:32B,618,199
31,56,Qwen:32B,618,199
32,56,Qwen:32B,618,199
33,56,Qwen:32B,618,199
34,56,Qwen:32B,618,199
35,56,Qwen:32B,618,199
36,56,Qwen:32B,618,199
37,56,Qwen:32B,618,199
38,56,Qwen:32B,618,199
39,56,Qwen:32B,618,199
40,56,Qwen:32B,618,199
41,56,Qwen:32B,618,199
42,56,Qwen:32B,618,199
43,56,Qwen:32B,618,199
44,56,Qwen:32B,618,199
45,56,Qwen:32B,618,125
46,56,Qwen:32B,618,199
47,56,Qwen:32B,618,125
48,56,Qwen:32B,618,199
49,56,Qwen:32B,618,199
50,56,Qwen:32B,618,199
1,57,Qwen:32B,523,61
2,57,Qwen:32B,523,110
3,57,Qwen:32B,523,110
4,57,Qwen:32B,523,110
5,57,Qwen:32B,523,110
6,57,Qwen:32B,523,61
7,57,Qwen:32B,523,-206
8,57,Qwen:32B,523,110
9,57,Qwen:32B,523,110
10,57,Qwen:32B,523,61
11,57,Qwen:32B,523,-206
12,57,Qwen:32B,523,61
13,57,Qwen:32B,523,110
14,57,Qwen:32B,523,110
15,57,Qwen:32B,523,110
16,57,Qwen:32B,523,110
17,57,Qwen:32B,523,110
18,57,Qwen:32B,523,110
19,57,Qwen:32B,523,-206
20,57,Qwen:32B,523,110
21,57,Qwen:32B,523,110
22,57,Qwen:32B,523,110
23,57,Qwen:32B,523,110
24,57,Qwen:32B,523,110
25,57,Qwen:32B,523,61
26,57,Qwen:32B,523,110
27,57,Qwen:32B,523,110
28,57,Qwen:32B,523,110
29,57,Qwen:32B,523,-206
30,57,Qwen:32B,523,110
31,57,Qwen:32B,523,110
32,57,Qwen:32B,523,110
33,57,Qwen:32B,523,110
34,57,Qwen:32B,523,110
35,57,Qwen:32B,523,-206
36,57,Qwen:32B,523,110
37,57,Qwen:32B,523,61
38,57,Qwen:32B,523,110
39,57,Qwen:32B,523,110
40,57,Qwen:32B,523,61
41,57,Qwen:32B,523,-206
42,57,Qwen:32B,523,110
43,57,Qwen:32B,523,110
44,57,Qwen:32B,523,110
45,57,Qwen:32B,523,110
46,57,Qwen:32B,523,61
47,57,Qwen:32B,523,110
48,57,Qwen:32B,523,110
49,57,Qwen:32B,523,110
50,57,Qwen:32B,523,110
1,58,Qwen:32B,684,-61
2,58,Qwen:32B,684,513
3,58,Qwen:32B,684,513
4,58,Qwen:32B,684,-61
5,58,Qwen:32B,684,-61
6,58,Qwen:32B,684,513
7,58,Qwen:32B,684,-61
8,58,Qwen:32B,684,513
9,58,Qwen:32B,684,513
10,58,Qwen:32B,684,513
11,58,Qwen:32B,684,513
12,58,Qwen:32B,684,513
13,58,Qwen:32B,684,513
14,58,Qwen:32B,684,513
15,58,Qwen:32B,684,513
16,58,Qwen:32B,684,513
17,58,Qwen:32B,684,-61
18,58,Qwen:32B,684,-61
19,58,Qwen:32B,684,513
20,58,Qwen:32B,684,513
21,58,Qwen:32B,684,513
22,58,Qwen:32B,684,513
23,58,Qwen:32B,684,513
24,58,Qwen:32B,684,513
25,58,Qwen:32B,684,513
26,58,Qwen:32B,684,513
27,58,Qwen:32B,684,-61
28,58,Qwen:32B,684,513
29,58,Qwen:32B,684,513
30,58,Qwen:32B,684,-61
31,58,Qwen:32B,684,513
32,58,Qwen:32B,684,513
33,58,Qwen:32B,684,513
34,58,Qwen:32B,684,513
35,58,Qwen:32B,684,513
37,58,Qwen:32B,684,513
38,58,Qwen:32B,684,513
39,58,Qwen:32B,684,513
40,58,Qwen:32B,684,513
41,58,Qwen:32B,684,513
42,58,Qwen:32B,684,-61
43,58,Qwen:32B,684,513
44,58,Qwen:32B,684,513
45,58,Qwen:32B,684,513
46,58,Qwen:32B,684,513
47,58,Qwen:32B,684,513
48,58,Qwen:32B,684,513
49,58,Qwen:32B,684,513
50,58,Qwen:32B,684,513
1,59,Qwen:32B,518,128
2,59,Qwen:32B,518,128
3,59,Qwen:32B,518,128
4,59,Qwen:32B,518,128
5,59,Qwen:32B,518,128
6,59,Qwen:32B,518,128
7,59,Qwen:32B,518,119
8,59,Qwen:32B,518,128
9,59,Qwen:32B,518,119
10,59,Qwen:32B,518,119
11,59,Qwen:32B,518,128
12,59,Qwen:32B,518,128
13,59,Qwen:32B,518,119
14,59,Qwen:32B,518,119
15,59,Qwen:32B,518,128
16,59,Qwen:32B,518,128
17,59,Qwen:32B,518,128
18,59,Qwen:32B,518,128
19,59,Qwen:32B,518,128
20,59,Qwen:32B,518,38
21,59,Qwen:32B,518,128
22,59,Qwen:32B,518,128
23,59,Qwen:32B,518,128
24,59,Qwen:32B,518,128
25,59,Qwen:32B,518,128
26,59,Qwen:32B,518,128
27,59,Qwen:32B,518,128
28,59,Qwen:32B,518,119
29,59,Qwen:32B,518,119
30,59,Qwen:32B,518,128
31,59,Qwen:32B,518,128
32,59,Qwen:32B,518,128
33,59,Qwen:32B,518,128
34,59,Qwen:32B,518,38
35,59,Qwen:32B,518,128
36,59,Qwen:32B,518,128
37,59,Qwen:32B,518,128
38,59,Qwen:32B,518,38
39,59,Qwen:32B,518,119
40,59,Qwen:32B,518,128
41,59,Qwen:32B,518,128
42,59,Qwen:32B,518,128
43,59,Qwen:32B,518,128
44,59,Qwen:32B,518,38
45,59,Qwen:32B,518,128
46,59,Qwen:32B,518,128
47,59,Qwen:32B,518,38
48,59,Qwen:32B,518,128
49,59,Qwen:32B,518,128
50,59,Qwen:32B,518,38
1,60,Qwen:32B,652,376
2,60,Qwen:32B,652,311
3,60,Qwen:32B,652,376
4,60,Qwen:32B,652,376
5,60,Qwen:32B,652,376
6,60,Qwen:32B,652,311
7,60,Qwen:32B,652,376
8,60,Qwen:32B,652,376
9,60,Qwen:32B,652,311
10,60,Qwen:32B,652,311
11,60,Qwen:32B,652,311
12,60,Qwen:32B,652,376
13,60,Qwen:32B,652,311
14,60,Qwen:32B,652,376
15,60,Qwen:32B,652,311
16,60,Qwen:32B,652,376
17,60,Qwen:32B,652,311
18,60,Qwen:32B,652,376
19,60,Qwen:32B,652,376
20,60,Qwen:32B,652,311
21,60,Qwen:32B,652,311
22,60,Qwen:32B,652,376
23,60,Qwen:32B,652,376
24,60,Qwen:32B,652,376
25,60,Qwen:32B,652,311
26,60,Qwen:32B,652,376
27,60,Qwen:32B,652,376
28,60,Qwen:32B,652,376
29,60,Qwen:32B,652,376
30,60,Qwen:32B,652,376
31,60,Qwen:32B,652,376
32,60,Qwen:32B,652,311
33,60,Qwen:32B,652,311
34,60,Qwen:32B,652,311
35,60,Qwen:32B,652,376
36,60,Qwen:32B,652,376
37,60,Qwen:32B,652,311
38,60,Qwen:32B,652,376
39,60,Qwen:32B,652,311
40,60,Qwen:32B,652,376
41,60,Qwen:32B,652,376
42,60,Qwen:32B,652,311
43,60,Qwen:32B,652,311
44,60,Qwen:32B,652,311
45,60,Qwen:32B,652,376
46,60,Qwen:32B,652,376
47,60,Qwen:32B,652,376
48,60,Qwen:32B,652,376
49,60,Qwen:32B,652,376
50,60,Qwen:32B,652,311
1,61,Qwen:32B,332,-196
2,61,Qwen:32B,332,56
3,61,Qwen:32B,332,-196
4,61,Qwen:32B,332,56
5,61,Qwen:32B,332,56
6,61,Qwen:32B,332,56
7,61,Qwen:32B,332,56
8,61,Qwen:32B,332,-196
9,61,Qwen:32B,332,56
10,61,Qwen:32B,332,-196
11,61,Qwen:32B,332,-196
12,61,Qwen:32B,332,56
13,61,Qwen:32B,332,56
14,61,Qwen:32B,332,56
15,61,Qwen:32B,332,-259
16,61,Qwen:32B,332,-196
17,61,Qwen:32B,332,56
18,61,Qwen:32B,332,56
19,61,Qwen:32B,332,56
20,61,Qwen:32B,332,-259
21,61,Qwen:32B,332,56
22,61,Qwen:32B,332,-196
23,61,Qwen:32B,332,56
24,61,Qwen:32B,332,56
25,61,Qwen:32B,332,56
26,61,Qwen:32B,332,-196
27,61,Qwen:32B,332,56
28,61,Qwen:32B,332,56
29,61,Qwen:32B,332,56
30,61,Qwen:32B,332,56
31,61,Qwen:32B,332,56
32,61,Qwen:32B,332,56
33,61,Qwen:32B,332,56
34,61,Qwen:32B,332,-259
35,61,Qwen:32B,332,56
36,61,Qwen:32B,332,-259
37,61,Qwen:32B,332,-196
38,61,Qwen:32B,332,-196
39,61,Qwen:32B,332,56
40,61,Qwen:32B,332,-196
41,61,Qwen:32B,332,-196
42,61,Qwen:32B,332,56
43,61,Qwen:32B,332,56
44,61,Qwen:32B,332,-196
45,61,Qwen:32B,332,-196
46,61,Qwen:32B,332,56
47,61,Qwen:32B,332,56
48,61,Qwen:32B,332,56
49,61,Qwen:32B,332,56
50,61,Qwen:32B,332,56
1,62,Qwen:32B,596,112
2,62,Qwen:32B,596,112
3,62,Qwen:32B,596,112
4,62,Qwen:32B,596,112
5,62,Qwen:32B,596,112
6,62,Qwen:32B,596,112
7,62,Qwen:32B,596,112
8,62,Qwen:32B,596,112
9,62,Qwen:32B,596,112
10,62,Qwen:32B,596,112
11,62,Qwen:32B,596,112
12,62,Qwen:32B,596,112
13,62,Qwen:32B,596,112
14,62,Qwen:32B,596,-153
15,62,Qwen:32B,596,112
16,62,Qwen:32B,596,112
17,62,Qwen:32B,596,112
18,62,Qwen:32B,596,112
19,62,Qwen:32B,596,112
20,62,Qwen:32B,596,112
21,62,Qwen:32B,596,112
22,62,Qwen:32B,596,112
23,62,Qwen:32B,596,112
24,62,Qwen:32B,596,112
25,62,Qwen:32B,596,112
26,62,Qwen:32B,596,112
27,62,Qwen:32B,596,112
28,62,Qwen:32B,596,112
29,62,Qwen:32B,596,112
30,62,Qwen:32B,596,112
31,62,Qwen:32B,596,112
32,62,Qwen:32B,596,112
33,62,Qwen:32B,596,112
34,62,Qwen:32B,596,-57
35,62,Qwen:32B,596,-57
36,62,Qwen:32B,596,112
37,62,Qwen:32B,596,112
38,62,Qwen:32B,596,112
39,62,Qwen:32B,596,112
40,62,Qwen:32B,596,112
41,62,Qwen:32B,596,-57
42,62,Qwen:32B,596,112
43,62,Qwen:32B,596,-57
44,62,Qwen:32B,596,112
45,62,Qwen:32B,596,112
46,62,Qwen:32B,596,112
47,62,Qwen:32B,596,112
48,62,Qwen:32B,596,-57
49,62,Qwen:32B,596,112
50,62,Qwen:32B,596,-57
1,63,Qwen:32B,505,-634
2,63,Qwen:32B,505,-634
3,63,Qwen:32B,505,-665
4,63,Qwen:32B,505,-665
5,63,Qwen:32B,505,-634
6,63,Qwen:32B,505,-634
7,63,Qwen:32B,505,-618
8,63,Qwen:32B,505,-665
9,63,Qwen:32B,505,-634
10,63,Qwen:32B,505,-634
11,63,Qwen:32B,505,-634
12,63,Qwen:32B,505,-634
13,63,Qwen:32B,505,-665
14,63,Qwen:32B,505,-634
15,63,Qwen:32B,505,-634
16,63,Qwen:32B,505,-634
17,63,Qwen:32B,505,-634
18,63,Qwen:32B,505,-618
19,63,Qwen:32B,505,-634
20,63,Qwen:32B,505,-634
21,63,Qwen:32B,505,-665
22,63,Qwen:32B,505,-634
23,63,Qwen:32B,505,-634
24,63,Qwen:32B,505,-665
25,63,Qwen:32B,505,-665
26,63,Qwen:32B,505,-665
27,63,Qwen:32B,505,-665
28,63,Qwen:32B,505,-665
29,63,Qwen:32B,505,-665
30,63,Qwen:32B,505,-634
31,63,Qwen:32B,505,-665
32,63,Qwen:32B,505,-634
33,63,Qwen:32B,505,-634
34,63,Qwen:32B,505,-618
35,63,Qwen:32B,505,-665
36,63,Qwen:32B,505,-665
37,63,Qwen:32B,505,-634
38,63,Qwen:32B,505,-634
39,63,Qwen:32B,505,-665
40,63,Qwen:32B,505,-634
41,63,Qwen:32B,505,-665
42,63,Qwen:32B,505,-665
43,63,Qwen:32B,505,-634
44,63,Qwen:32B,505,-665
45,63,Qwen:32B,505,-618
46,63,Qwen:32B,505,-634
47,63,Qwen:32B,505,-665
48,63,Qwen:32B,505,-634
49,63,Qwen:32B,505,-634
50,63,Qwen:32B,505,-665
1,64,Qwen:32B,459,61
2,64,Qwen:32B,459,61
3,64,Qwen:32B,459,61
4,64,Qwen:32B,459,61
5,64,Qwen:32B,459,61
6,64,Qwen:32B,459,61
7,64,Qwen:32B,459,61
8,64,Qwen:32B,459,61
9,64,Qwen:32B,459,61
10,64,Qwen:32B,459,61
11,64,Qwen:32B,459,61
12,64,Qwen:32B,459,61
13,64,Qwen:32B,459,61
14,64,Qwen:32B,459,61
15,64,Qwen:32B,459,61
16,64,Qwen:32B,459,61
17,64,Qwen:32B,459,61
18,64,Qwen:32B,459,61
19,64,Qwen:32B,459,61
20,64,Qwen:32B,459,61
21,64,Qwen:32B,459,61
22,64,Qwen:32B,459,16
23,64,Qwen:32B,459,16
24,64,Qwen:32B,459,61
25,64,Qwen:32B,459,61
26,64,Qwen:32B,459,61
27,64,Qwen:32B,459,61
28,64,Qwen:32B,459,61
29,64,Qwen:32B,459,61
30,64,Qwen:32B,459,61
31,64,Qwen:32B,459,61
32,64,Qwen:32B,459,61
33,64,Qwen:32B,459,61
34,64,Qwen:32B,459,61
35,64,Qwen:32B,459,61
36,64,Qwen:32B,459,61
37,64,Qwen:32B,459,61
38,64,Qwen:32B,459,61
39,64,Qwen:32B,459,61
40,64,Qwen:32B,459,61
41,64,Qwen:32B,459,-230
42,64,Qwen:32B,459,61
43,64,Qwen:32B,459,-230
44,64,Qwen:32B,459,61
45,64,Qwen:32B,459,61
46,64,Qwen:32B,459,61
47,64,Qwen:32B,459,61
48,64,Qwen:32B,459,61
49,64,Qwen:32B,459,61
50,64,Qwen:32B,459,61
1,65,Qwen:32B,517,-659
2,65,Qwen:32B,517,-659
3,65,Qwen:32B,517,-610
4,65,Qwen:32B,517,-659
5,65,Qwen:32B,517,-659
6,65,Qwen:32B,517,-610
7,65,Qwen:32B,517,-610
8,65,Qwen:32B,517,-610
9,65,Qwen:32B,517,-659
10,65,Qwen:32B,517,-610
11,65,Qwen:32B,517,-659
12,65,Qwen:32B,517,-610
13,65,Qwen:32B,517,-659
14,65,Qwen:32B,517,-659
15,65,Qwen:32B,517,-659
16,65,Qwen:32B,517,-659
17,65,Qwen:32B,517,-610
18,65,Qwen:32B,517,-659
19,65,Qwen:32B,517,-659
20,65,Qwen:32B,517,-610
21,65,Qwen:32B,517,-610
22,65,Qwen:32B,517,-708
23,65,Qwen:32B,517,-659
24,65,Qwen:32B,517,-659
25,65,Qwen:32B,517,-659
26,65,Qwen:32B,517,-659
27,65,Qwen:32B,517,-610
28,65,Qwen:32B,517,-708
29,65,Qwen:32B,517,-708
30,65,Qwen:32B,517,-659
31,65,Qwen:32B,517,-659
32,65,Qwen:32B,517,-659
33,65,Qwen:32B,517,-610
34,65,Qwen:32B,517,-659
35,65,Qwen:32B,517,-708
36,65,Qwen:32B,517,-610
37,65,Qwen:32B,517,-659
38,65,Qwen:32B,517,-708
39,65,Qwen:32B,517,-659
40,65,Qwen:32B,517,-708
41,65,Qwen:32B,517,-610
42,65,Qwen:32B,517,-610
43,65,Qwen:32B,517,-610
44,65,Qwen:32B,517,-708
45,65,Qwen:32B,517,-659
46,65,Qwen:32B,517,-659
47,65,Qwen:32B,517,-659
48,65,Qwen:32B,517,-659
49,65,Qwen:32B,517,-708
50,65,Qwen:32B,517,-659
1,66,Qwen:32B,531,59
2,66,Qwen:32B,531,59
3,66,Qwen:32B,531,-175
4,66,Qwen:32B,531,-175
5,66,Qwen:32B,531,-175
6,66,Qwen:32B,531,-175
7,66,Qwen:32B,531,-175
8,66,Qwen:32B,531,-175
9,66,Qwen:32B,531,-175
10,66,Qwen:32B,531,-123
11,66,Qwen:32B,531,-175
12,66,Qwen:32B,531,-175
13,66,Qwen:32B,531,59
14,66,Qwen:32B,531,-175
15,66,Qwen:32B,531,-175
16,66,Qwen:32B,531,-175
17,66,Qwen:32B,531,59
18,66,Qwen:32B,531,-175
19,66,Qwen:32B,531,-175
20,66,Qwen:32B,531,-175
21,66,Qwen:32B,531,-175
22,66,Qwen:32B,531,-175
23,66,Qwen:32B,531,-123
24,66,Qwen:32B,531,59
25,66,Qwen:32B,531,-175
26,66,Qwen:32B,531,-123
27,66,Qwen:32B,531,-175
28,66,Qwen:32B,531,-175
29,66,Qwen:32B,531,-175
30,66,Qwen:32B,531,-175
31,66,Qwen:32B,531,59
32,66,Qwen:32B,531,59
33,66,Qwen:32B,531,59
34,66,Qwen:32B,531,-175
35,66,Qwen:32B,531,-175
36,66,Qwen:32B,531,59
37,66,Qwen:32B,531,-175
38,66,Qwen:32B,531,59
39,66,Qwen:32B,531,-175
40,66,Qwen:32B,531,59
41,66,Qwen:32B,531,-175
42,66,Qwen:32B,531,-175
43,66,Qwen:32B,531,-175
44,66,Qwen:32B,531,-175
45,66,Qwen:32B,531,-175
46,66,Qwen:32B,531,59
47,66,Qwen:32B,531,-175
48,66,Qwen:32B,531,59
49,66,Qwen:32B,531,-175
50,66,Qwen:32B,531,59
1,67,Qwen:32B,215,-56
2,67,Qwen:32B,215,-124
3,67,Qwen:32B,215,-56
4,67,Qwen:32B,215,-20
5,67,Qwen:32B,215,-20
6,67,Qwen:32B,215,-20
7,67,Qwen:32B,215,-56
8,67,Qwen:32B,215,-20
9,67,Qwen:32B,215,-20
10,67,Qwen:32B,215,-124
11,67,Qwen:32B,215,-124
12,67,Qwen:32B,215,-20
13,67,Qwen:32B,215,-20
14,67,Qwen:32B,215,-20
15,67,Qwen:32B,215,-124
16,67,Qwen:32B,215,-20
17,67,Qwen:32B,215,-124
18,67,Qwen:32B,215,-20
19,67,Qwen:32B,215,-56
20,67,Qwen:32B,215,-124
21,67,Qwen:32B,215,-20
22,67,Qwen:32B,215,-20
23,67,Qwen:32B,215,-56
24,67,Qwen:32B,215,-20
25,67,Qwen:32B,215,-20
26,67,Qwen:32B,215,-20
27,67,Qwen:32B,215,-20
28,67,Qwen:32B,215,-20
29,67,Qwen:32B,215,-20
30,67,Qwen:32B,215,-124
31,67,Qwen:32B,215,-20
32,67,Qwen:32B,215,-20
33,67,Qwen:32B,215,-20
34,67,Qwen:32B,215,-124
35,67,Qwen:32B,215,-124
36,67,Qwen:32B,215,-20
37,67,Qwen:32B,215,-124
38,67,Qwen:32B,215,-124
39,67,Qwen:32B,215,-124
40,67,Qwen:32B,215,-124
41,67,Qwen:32B,215,-20
42,67,Qwen:32B,215,-56
43,67,Qwen:32B,215,-124
44,67,Qwen:32B,215,-124
45,67,Qwen:32B,215,-20
46,67,Qwen:32B,215,-124
47,67,Qwen:32B,215,-124
48,67,Qwen:32B,215,-124
49,67,Qwen:32B,215,-56
50,67,Qwen:32B,215,-124
1,68,Qwen:32B,477,-119
2,68,Qwen:32B,477,-16
3,68,Qwen:32B,477,-16
4,68,Qwen:32B,477,-16
5,68,Qwen:32B,477,-16
6,68,Qwen:32B,477,-16
7,68,Qwen:32B,477,-16
8,68,Qwen:32B,477,-16
9,68,Qwen:32B,477,-201
10,68,Qwen:32B,477,-16
11,68,Qwen:32B,477,-16
12,68,Qwen:32B,477,-16
13,68,Qwen:32B,477,-16
14,68,Qwen:32B,477,-16
15,68,Qwen:32B,477,-119
16,68,Qwen:32B,477,-16
17,68,Qwen:32B,477,-16
18,68,Qwen:32B,477,-16
19,68,Qwen:32B,477,-16
20,68,Qwen:32B,477,-16
21,68,Qwen:32B,477,-16
22,68,Qwen:32B,477,-16
23,68,Qwen:32B,477,-16
24,68,Qwen:32B,477,-16
25,68,Qwen:32B,477,-201
26,68,Qwen:32B,477,-16
27,68,Qwen:32B,477,-16
28,68,Qwen:32B,477,-201
29,68,Qwen:32B,477,-201
30,68,Qwen:32B,477,-16
31,68,Qwen:32B,477,-16
32,68,Qwen:32B,477,-16
33,68,Qwen:32B,477,-16
34,68,Qwen:32B,477,-119
35,68,Qwen:32B,477,-16
36,68,Qwen:32B,477,-16
37,68,Qwen:32B,477,-201
38,68,Qwen:32B,477,-16
39,68,Qwen:32B,477,-16
40,68,Qwen:32B,477,-201
41,68,Qwen:32B,477,-16
42,68,Qwen:32B,477,-16
43,68,Qwen:32B,477,-16
44,68,Qwen:32B,477,-16
45,68,Qwen:32B,477,-16
46,68,Qwen:32B,477,-16
47,68,Qwen:32B,477,-16
48,68,Qwen:32B,477,-16
49,68,Qwen:32B,477,-16
50,68,Qwen:32B,477,-16
1,69,Qwen:32B,411,113
2,69,Qwen:32B,411,113
3,69,Qwen:32B,411,113
4,69,Qwen:32B,411,113
5,69,Qwen:32B,411,-192
6,69,Qwen:32B,411,24
7,69,Qwen:32B,411,113
8,69,Qwen:32B,411,113
9,69,Qwen:32B,411,113
10,69,Qwen:32B,411,24
11,69,Qwen:32B,411,113
12,69,Qwen:32B,411,24
13,69,Qwen:32B,411,24
14,69,Qwen:32B,411,113
15,69,Qwen:32B,411,24
16,69,Qwen:32B,411,-192
17,69,Qwen:32B,411,113
18,69,Qwen:32B,411,113
19,69,Qwen:32B,411,24
20,69,Qwen:32B,411,113
21,69,Qwen:32B,411,24
22,69,Qwen:32B,411,24
23,69,Qwen:32B,411,113
24,69,Qwen:32B,411,113
25,69,Qwen:32B,411,113
26,69,Qwen:32B,411,113
27,69,Qwen:32B,411,113
28,69,Qwen:32B,411,113
29,69,Qwen:32B,411,113
30,69,Qwen:32B,411,113
31,69,Qwen:32B,411,-192
32,69,Qwen:32B,411,113
33,69,Qwen:32B,411,-192
34,69,Qwen:32B,411,24
35,69,Qwen:32B,411,113
36,69,Qwen:32B,411,113
37,69,Qwen:32B,411,113
38,69,Qwen:32B,411,24
39,69,Qwen:32B,411,24
40,69,Qwen:32B,411,113
41,69,Qwen:32B,411,24
42,69,Qwen:32B,411,24
43,69,Qwen:32B,411,113
44,69,Qwen:32B,411,24
45,69,Qwen:32B,411,113
46,69,Qwen:32B,411,113
47,69,Qwen:32B,411,113
48,69,Qwen:32B,411,24
